player_id,team_id,class_year,height_in,weight,SC,SH,ID,OD,PS,BH,RB,ST,AG,ND,IQ,FT,CH,rt_PG,rt_SG,rt_SF,rt_PF,rt_C,argmax_position,top1_rt,top2_rt,rt_margin
fa5cf193-8c97-4612-b630-97cde54ed16d,69a6fcb68d2c56aa82e48a6b,SR,74,181,26,57,38,20,30,55,31,45,41,8,26,52,30,39,40,40,37,21,SG,40,40,0
0c0757f3-9d9b-4e9b-9cb9-2aa4080b3666,69a6fcb68d2c56aa82e48a6c,SO,68,169,16,16,15,16,15,16,14,16,18,18,20,18,98,17,16,17,14,9,PG,17,17,0
20467cb6-a948-47de-ba14-63bbdf58208a,69a6fcb68d2c56aa82e48a6c,JR,78,234,78,37,57,11,9,40,68,94,24,33,20,26,81,25,31,50,68,75,C,75,68,7
22938a00-b7a4-4127-bb98-8bf9768115aa,69a6fcb68d2c56aa82e48a6c,FR,82,264,1,1,1,2,1,26,1,11,1,1,1,1,89,9,1,4,11,42,C,42,11,31
48ba2ac4-ddf4-400a-ac88-97fd6b5e7f15,69a6fcb68d2c56aa82e48a6c,SR,70,183,7,6,12,4,9,7,6,2,6,9,6,7,91,7,6,6,5,4,PG,7,6,1
50894cce-dd3f-45b3-9828-8548610844cb,69a6fcb68d2c56aa82e48a6c,JR,77,228,102,50,92,45,15,10,101,93,17,27,13,23,22,18,46,58,84,78,PF,84,78,6
7171e0fc-f669-4538-8973-6cb6e892bf83,69a6fcb68d2c56aa82e48a6c,SR,69,169,21,95,70,64,15,7,17,15,8,7,9,9,91,19,59,32,26,18,SG,59,32,27
7a35e5ae-af93-4201-a8fc-0e0f1a2360ec,69a6fcb68d2c56aa82e48a6c,JR,78,239,79,25,94,54,12,35,84,94,25,23,15,34,97,27,37,57,78,83,C,83,78,5
7ff98605-d231-461f-8ec7-28ea9e2a9848,69a6fcb68d2c56aa82e48a6c,JR,69,176,29,36,3,52,44,46,51,44,12,34,34,20,68,38,36,29,33,19,PG,38,36,2
8b567f84-60d8-4704-9d3b-3642642a9f52,69a6fcb68d2c56aa82e48a6c,JR,73,189,87,34,69,44,48,35,63,83,26,12,26,42,14,35,42,54,62,45,PF,62,54,8
a6f2c181-21ac-44a5-bd73-ee671ad85b24,69a6fcb68d2c56aa82e48a6c,FR,68,164,7,21,14,18,24,11,19,7,8,1,29,14,56,18,18,12,13,7,PG,18,18,0
aab8733c-e318-4ecd-8a3f-9269fbf5985d,69a6fcb68d2c56aa82e48a6c,SO,67,159,14,24,27,18,7,23,33,29,7,45,19,16,13,17,18,19,25,15,PF,25,19,6
beb4bf0c-e53d-4274-97d1-75034e063b2f,69a6fcb68d2c56aa82e48a6c,FR,78,231,17,17,12,24,16,22,17,21,17,18,19,13,72,19,19,18,23,40,C,40,23,17
c9c16538-d704-4ea2-964d-dfaad5e0df61,69a6fcb68d2c56aa82e48a6c,SR,67,151,21,98,10,12,10,23,32,19,91,13,34,13,28,33,56,44,24,12,SG,56,44,12
dcd54deb-aaca-4801-a523-75e9d49c8043,69a6fcb68d2c56aa82e48a6c,SO,71,177,35,96,53,84,16,28,69,52,51,62,16,61,10,36,73,56,52,31,SG,73,56,17
fe879be5-27fd-4d27-a127-a95b327c84a3,69a6fcb68d2c56aa82e48a6c,FR,67,171,3,12,23,24,5,8,1,22,32,19,14,28,69,14,17,22,12,7,SF,22,17,5
0446aedd-50f0-4565-bfdf-abba139f11a1,69a6fcb68d2c56aa82e48a6d,SR,77,199,14,21,33,47,13,22,46,17,41,22,6,38,86,22,28,28,34,36,C,36,34,2
10250038-5f81-4538-baec-38e5ee72467d,69a6fcb68d2c56aa82e48a6d,SR,70,175,57,6,94,42,17,28,63,71,38,41,12,18,45,23,25,49,55,43,PF,55,49,6
264e73be-31e6-4c7a-b947-68298d552b3e,69a6fcb68d2c56aa82e48a6d,SO,76,230,69,30,95,37,17,72,62,84,26,51,41,9,17,43,34,53,69,56,PF,69,56,13
2d31d18a-0342-42ea-a92c-a5680d0daf78,69a6fcb68d2c56aa82e48a6d,FR,67,172,16,14,28,20,1,18,2,26,30,3,22,7,33,17,17,23,14,11,SF,23,17,6
2d520bb5-2991-4599-ae9b-58ac4bb59380,69a6fcb68d2c56aa82e48a6d,FR,70,179,13,20,23,18,30,29,12,3,3,8,22,16,34,23,18,11,11,8,PG,23,18,5
3cd83add-a8e4-4840-a7dc-1243cbb6b190,69a6fcb68d2c56aa82e48a6d,JR,72,189,42,36,68,34,32,6,60,55,35,29,32,32,22,25,35,44,52,34,PF,52,44,8
4d459f46-3af9-4447-97c5-50878f287a37,69a6fcb68d2c56aa82e48a6d,JR,68,162,45,49,56,74,73,62,64,63,50,64,71,56,36,65,58,57,54,34,PG,65,58,7
5bbed75f-cbaf-4b60-852f-e3cabe1f2d64,69a6fcb68d2c56aa82e48a6d,JR,81,249,66,51,89,28,18,17,54,97,7,20,22,38,89,21,39,52,70,86,C,86,70,16
91310cd1-4fb5-4cbb-bc59-68cb0667c6cf,69a6fcb68d2c56aa82e48a6d,SO,69,168,52,102,19,23,17,65,42,51,95,59,29,63,51,49,67,61,40,25,SG,67,61,6
bfe35090-371e-4af0-9dcc-87f41d4a4f6b,69a6fcb68d2c56aa82e48a6d,SO,79,233,57,29,98,27,6,17,58,91,26,17,10,22,22,16,29,52,68,86,C,86,68,18
c6f7cc88-d807-4928-85fa-43ed1683056c,69a6fcb68d2c56aa82e48a6d,SR,79,236,16,10,20,14,8,19,19,27,19,13,19,17,19,16,13,19,26,52,C,52,26,26
db4db728-c54b-4a6e-9204-faf576f3512a,69a6fcb68d2c56aa82e48a6d,SR,76,218,56,16,70,10,22,35,62,82,33,22,4,25,90,21,20,45,62,50,PF,62,50,12
e9daf91f-6631-4b65-872b-b9dc26594119,69a6fcb68d2c56aa82e48a6d,SO,77,216,75,74,87,96,71,94,94,74,80,93,81,90,26,85,81,80,83,70,PG,85,83,2
f75e3ace-a3ee-44a8-8286-153d5cb24d09,69a6fcb68d2c56aa82e48a6d,SR,70,186,12,10,13,11,11,11,13,17,15,12,6,14,61,10,11,14,12,8,SF,14,12,2
fd0ec76a-53a2-44b6-9b10-e5c61bc0e5dc,69a6fcb68d2c56aa82e48a6d,SR,72,199,18,90,50,102,60,53,28,24,44,43,76,53,17,66,77,49,36,18,SG,77,66,11
0beed454-0c07-4c8c-aa7e-8a722c34d964,69a6fcb68d2c56aa82e48a6e,SO,72,203,29,14,24,40,25,24,36,34,24,27,10,18,90,21,24,27,29,18,PF,29,27,2
1bc34fe2-8617-4332-a256-8e5af6e08c44,69a6fcb68d2c56aa82e48a6e,FR,71,174,26,4,9,7,14,8,7,2,18,31,20,24,20,13,11,12,8,7,PG,13,12,1
3bdecb5b-3477-4849-ac3a-c82703708e6a,69a6fcb68d2c56aa82e48a6e,SR,70,166,14,9,31,24,27,7,94,90,2,27,23,12,21,16,14,33,58,34,PF,58,34,24
63cb703a-88a8-48ee-8c80-7b215da75bf6,69a6fcb68d2c56aa82e48a6e,SR,72,195,27,79,30,3,18,35,10,81,35,19,13,16,53,25,41,44,37,22,SF,44,41,3
89b6cfb9-1bbe-4371-93a7-bc9a5a7f72ed,69a6fcb68d2c56aa82e48a6e,JR,72,190,13,89,5,77,22,33,29,41,23,14,6,21,3,30,61,36,29,13,SG,61,36,25
b69e9f1d-6106-4340-ba33-7ee936c984d1,69a6fcb68d2c56aa82e48a6e,JR,68,172,4,40,21,25,7,26,49,48,6,21,12,23,4,18,25,24,34,18,PF,34,25,9
bef2a43e-eb8b-43cf-ba32-acd97b766d58,69a6fcb68d2c56aa82e48a6e,SR,69,179,67,89,56,67,20,37,7,41,39,44,44,43,96,42,68,52,33,26,SG,68,52,16
c1e250cf-de90-401f-96b1-2411aa35a60b,69a6fcb68d2c56aa82e48a6e,JR,71,179,82,76,93,101,64,81,22,103,103,48,62,54,5,76,83,92,60,45,SF,92,83,9
cfde1cb6-3824-49fb-a9c7-a167dc24c80e,69a6fcb68d2c56aa82e48a6e,JR,73,195,55,21,33,25,32,31,31,62,6,23,5,15,3,20,23,31,37,27,PF,37,31,6
d29d63fd-b661-4858-bb1b-4b7bdbef0480,69a6fcb68d2c56aa82e48a6e,JR,69,177,1,36,33,33,2,20,21,34,9,41,18,25,35,18,26,23,24,13,SG,26,24,2
db7a7408-50f6-4f53-9e5f-a9dc6b4318c6,69a6fcb68d2c56aa82e48a6e,SR,74,209,89,88,80,90,52,32,25,45,81,50,63,95,54,59,85,74,50,36,SG,85,74,11
e0426346-a77f-4b79-abe7-ede341cb59b2,69a6fcb68d2c56aa82e48a6e,SO,72,196,58,38,91,17,18,40,46,70,39,25,29,24,31,31,33,50,55,40,PF,55,50,5
e69ee0bf-2359-402a-bf49-dc75dffe9cc3,69a6fcb68d2c56aa82e48a6e,SR,78,238,17,27,95,30,4,10,4,75,5,18,31,23,2,17,23,40,47,59,C,59,47,12
f284cec7-13b6-4436-b0f4-5c1018e69f47,69a6fcb68d2c56aa82e48a6e,JR,76,215,48,12,88,29,22,35,54,79,26,5,22,19,54,26,23,46,62,50,PF,62,50,12
f9728d6b-cd66-430a-b053-b208ddc610b8,69a6fcb68d2c56aa82e48a6e,JR,73,201,93,25,43,94,28,36,40,46,78,6,31,37,31,43,55,60,42,33,SF,60,55,5
08d4fb9f-3a6a-41e2-be0e-efd0d4ba25fa,69a6fcb68d2c56aa82e48a6f,SR,73,197,24,14,102,46,22,40,65,97,50,15,26,82,36,36,31,61,69,43,PF,69,61,8
46a287f2-9329-40b9-bb13-7172e95bb22d,69a6fcb68d2c56aa82e48a6f,SO,70,181,98,20,54,33,48,35,65,88,14,17,17,38,74,30,33,49,58,46,PF,58,49,9
48712619-e356-44e0-af02-643efe9e3509,69a6fcb68d2c56aa82e48a6f,SR,75,204,73,30,49,40,22,9,42,56,29,25,21,38,35,22,36,43,45,33,PF,45,43,2
5180f502-3315-4cea-9590-034ff7b5c0ff,69a6fcb68d2c56aa82e48a6f,JR,78,231,98,99,6,47,17,74,51,74,70,5,46,11,68,53,72,64,55,64,SG,72,64,8
5d968be2-fd48-4b75-b0a6-77d959da3c14,69a6fcb68d2c56aa82e48a6f,SO,74,212,76,72,17,8,31,42,15,57,48,58,27,40,50,35,48,47,35,25,SG,48,47,1
6fe19f1b-6123-46a2-98b1-2341cf5f0e39,69a6fcb68d2c56aa82e48a6f,SR,75,217,61,7,36,63,29,45,17,11,47,99,85,42,88,53,37,38,26,19,PG,53,38,15
7045a726-26fc-4ab9-b5d8-a81c681146fc,69a6fcb68d2c56aa82e48a6f,JR,72,205,87,82,69,101,103,92,57,98,25,45,94,64,98,86,82,73,71,47,PG,86,82,4
a485d801-aa0c-4e88-850f-696d782804c0,69a6fcb68d2c56aa82e48a6f,JR,72,210,17,50,14,5,12,13,32,12,9,14,12,16,65,13,26,15,22,11,SG,26,22,4
ab3f86fb-5c52-4426-aaa2-d14ab3ca8792,69a6fcb68d2c56aa82e48a6f,JR,71,188,14,91,12,5,22,18,31,88,8,26,27,24,51,22,44,39,41,22,SG,44,41,3
aee3c026-394b-4a7f-ae29-f232b3935b8f,69a6fcb68d2c56aa82e48a6f,SO,74,172,36,34,27,26,39,6,8,27,2,14,17,36,6,18,29,22,22,15,SG,29,22,7
c56d380f-adee-4b1b-9c54-3f11b519d593,69a6fcb68d2c56aa82e48a6f,FR,70,159,30,13,4,2,14,21,26,27,8,26,29,30,54,19,13,17,20,13,PF,20,19,1
da03811f-7dc1-4d55-9f54-4225e15f8e7b,69a6fcb68d2c56aa82e48a6f,JR,70,185,27,14,17,36,12,13,3,6,17,95,96,24,7,37,26,21,13,8,PG,37,26,11
dabbcc5b-c9dc-4c59-b80d-01de3b165441,69a6fcb68d2c56aa82e48a6f,SR,77,224,21,30,17,62,73,85,24,17,33,34,50,25,14,61,40,29,28,32,PG,61,40,21
f5f67290-661a-4a8b-b489-12b4b4abd6d7,69a6fcb68d2c56aa82e48a6f,SO,74,186,42,24,38,20,15,24,27,9,5,7,10,19,35,17,22,17,23,17,PF,23,22,1
fb22a21c-c3a3-4bb3-8c2c-fd43f9d26d1d,69a6fcb68d2c56aa82e48a6f,SR,71,196,20,29,17,16,26,32,25,19,18,24,25,20,93,26,23,20,20,12,PG,26,23,3
026080aa-9a11-4b93-815d-4fec5bd773ad,69a6fcb68d2c56aa82e48a70,SR,69,171,51,32,89,20,5,23,35,89,28,29,17,43,48,20,29,51,53,40,PF,53,51,2
24050cba-e2f5-44c4-b3db-cb0d1911750c,69a6fcb68d2c56aa82e48a70,SR,77,218,16,20,35,12,19,38,38,30,35,27,28,22,72,28,20,27,36,38,C,38,36,2
32da8197-c4c7-478b-9e3b-a4709ae834a8,69a6fcb68d2c56aa82e48a70,JR,69,177,28,44,10,27,23,26,1,22,23,12,25,27,50,26,33,25,14,9,SG,33,26,7
55eac548-dae8-4ea4-adb4-27b4f8080ef1,69a6fcb68d2c56aa82e48a70,JR,72,193,41,98,51,20,45,48,28,23,50,40,12,89,36,40,61,44,36,21,SG,61,44,17
6734b648-4406-4e8b-8610-4ecf33c54f4c,69a6fcb68d2c56aa82e48a70,JR,74,202,20,104,74,104,96,15,36,37,39,66,24,19,65,45,80,51,42,25,SG,80,51,29
6e95223f-b726-4c93-a27d-2e751b7adb7e,69a6fcb68d2c56aa82e48a70,JR,70,174,50,38,80,33,20,14,63,84,20,36,30,24,48,23,34,49,59,42,PF,59,49,10
ae269980-7be6-414b-a545-4f2a25bd502a,69a6fcb68d2c56aa82e48a70,SR,70,174,28,4,49,92,42,27,48,18,69,32,71,45,48,51,42,45,34,21,PG,51,45,6
b5e02b5d-242f-4c7e-937e-b5577b9f5e05,69a6fcb68d2c56aa82e48a70,FR,71,197,23,18,14,13,11,21,20,20,14,20,19,18,69,17,17,17,17,12,PG,17,17,0
bb6e7f1c-a9cd-4622-81b8-23ee9f8b3102,69a6fcb68d2c56aa82e48a70,SR,75,201,68,24,39,20,32,5,51,81,25,36,12,10,51,16,27,43,50,36,PF,50,43,7
c0a438a0-f592-421f-a86f-e440df08ac64,69a6fcb68d2c56aa82e48a70,FR,76,228,23,83,10,7,22,7,19,89,27,30,33,30,63,23,44,44,45,31,PF,45,44,1
cffe254f-8912-4a45-8455-786c820d8809,69a6fcb68d2c56aa82e48a70,SR,82,266,26,36,97,18,20,17,33,94,13,15,22,12,65,19,26,46,60,78,C,78,60,18
d32e8d59-9a9e-4521-bb07-40aea173ba3d,69a6fcb68d2c56aa82e48a70,SR,75,212,56,23,43,35,24,42,46,62,14,28,34,24,15,32,29,38,45,31,PF,45,38,7
d3ffcb5b-9d74-485b-bedc-f1fcff8a5875,69a6fcb68d2c56aa82e48a70,SO,70,185,7,42,19,6,33,14,11,39,1,28,18,31,79,18,23,20,21,11,SG,23,21,2
f749c69a-64e0-44a0-99bf-d1f1e584a9d4,69a6fcb68d2c56aa82e48a70,FR,70,161,14,28,4,23,11,14,13,26,6,26,14,18,82,15,21,17,15,9,SG,21,17,4
f7669258-010b-4a04-96f3-e3bf2ce24184,69a6fcb68d2c56aa82e48a70,SR,68,160,89,103,77,41,21,40,68,87,87,5,88,36,4,57,76,81,70,48,SF,81,76,5
0656b15d-1738-4fb2-b22b-6df910f3c7f4,69a6fcb68d2c56aa82e48a71,SR,77,231,34,93,29,69,37,60,37,89,37,38,18,31,30,45,66,56,54,48,SG,66,56,10
129b57ca-66d7-446c-a816-ffcf007e9f66,69a6fcb68d2c56aa82e48a71,FR,70,162,33,104,51,90,24,14,15,46,18,39,34,21,94,33,73,47,33,22,SG,73,47,26
13ff36db-32d7-40e0-96e2-251bf815b301,69a6fcb68d2c56aa82e48a71,SR,66,152,19,9,9,9,5,30,14,7,5,6,42,9,8,23,11,10,11,7,PG,23,11,12
1b967c99-4b65-423b-9c63-e322fb099f74,69a6fcb68d2c56aa82e48a71,JR,78,241,47,45,31,44,62,54,33,29,15,3,32,56,50,44,43,32,38,51,C,51,44,7
204afc3e-d065-4afc-8d0b-756fa86649f1,69a6fcb68d2c56aa82e48a71,JR,78,230,72,39,43,16,22,42,56,83,36,23,18,10,49,28,33,48,58,68,C,68,58,10
29e9b3a1-77d1-41ea-859c-de81b9ce6dcc,69a6fcb68d2c56aa82e48a71,FR,77,234,66,5,61,32,25,7,52,78,12,28,9,17,59,14,20,40,57,59,C,59,57,2
3e248491-586b-4f5e-aba8-aeca4ff538b5,69a6fcb68d2c56aa82e48a71,SR,75,212,19,16,24,14,13,18,10,17,10,21,21,22,31,17,16,16,17,10,PG,17,17,0
47c761d3-a3a1-4fd0-8608-808304a2ab4f,69a6fcb68d2c56aa82e48a71,FR,74,208,58,28,87,9,4,25,50,90,43,38,32,37,98,25,27,55,61,43,PF,61,55,6
68d8bd29-89e3-44a3-a328-56c62470548b,69a6fcb68d2c56aa82e48a71,JR,70,188,16,26,14,36,36,30,43,16,22,44,20,42,38,29,28,22,24,13,PG,29,28,1
6a9e2288-b611-4167-8e36-53dfa01dd397,69a6fcb68d2c56aa82e48a71,SO,70,175,44,93,53,90,25,38,16,54,51,45,36,38,72,45,74,58,37,25,SG,74,58,16
77f7d107-4ceb-4a7c-89c9-5bd60a56fe3f,69a6fcb68d2c56aa82e48a71,JR,74,177,36,7,43,29,34,21,39,21,33,13,11,39,78,23,21,28,31,21,PF,31,28,3
b0bb9223-3dec-412d-80f5-d7b6f3832538,69a6fcb68d2c56aa82e48a71,SO,67,164,24,6,4,11,31,11,13,37,20,42,11,28,84,16,13,21,17,12,SF,21,17,4
b36eb0a9-c9f5-4e3f-91dd-a81221f12db7,69a6fcb68d2c56aa82e48a71,JR,67,160,72,65,10,29,21,29,17,49,51,11,10,7,74,26,47,43,27,22,SG,47,43,4
bd7bbac3-2365-429c-a630-408044e445c0,69a6fcb68d2c56aa82e48a71,JR,70,177,11,63,22,68,90,90,42,40,69,9,55,16,35,72,58,47,33,17,PG,72,58,14
d670d4d1-537e-43ff-8833-40d95a423087,69a6fcb68d2c56aa82e48a71,SR,71,193,21,21,17,20,30,22,19,26,32,18,23,16,28,24,22,24,19,12,PG,24,24,0
00f7805a-11e9-485f-a233-367945a32d12,69a6fcb68d2c56aa82e48a72,SO,66,188,1,30,31,42,21,22,1,33,26,2,35,22,74,28,29,28,18,10,SG,29,28,1
034e321c-cc53-4dab-a05a-55f7d9cb94a5,69a6fcb68d2c56aa82e48a72,JR,74,209,8,17,8,7,5,12,6,28,11,9,43,6,39,18,13,16,16,8,PG,18,16,2
4eee544d-647b-4804-9352-0aacac83aaee,69a6fcb68d2c56aa82e48a72,SR,69,178,9,14,48,33,35,32,36,27,20,95,89,25,16,44,24,28,32,18,PG,44,32,12
59dddeb0-dd1d-4a6d-bfc4-e8ff7dbe93bc,69a6fcb68d2c56aa82e48a72,SO,73,203,18,21,12,55,85,83,3,25,13,16,51,25,46,59,33,24,17,9,PG,59,33,26
645da2bb-deae-4b96-9ed4-1414b9cff154,69a6fcb68d2c56aa82e48a72,JR,70,170,29,88,37,73,37,10,40,18,91,72,51,29,8,44,71,54,32,19,SG,71,54,17
6500cb1f-31aa-4df9-8bef-a43de7faa6a8,69a6fcb68d2c56aa82e48a72,FR,74,198,32,9,27,11,26,13,29,24,16,24,21,49,69,19,16,21,27,17,PF,27,21,6
6ba898ce-6ce8-489d-8f75-2f910d47cc76,69a6fcb68d2c56aa82e48a72,SR,75,208,90,44,29,3,54,46,45,50,101,4,29,37,67,44,43,58,43,32,SF,58,44,14
73de24df-6e24-4f18-a2dd-6b8362bb295b,69a6fcb68d2c56aa82e48a72,SR,80,250,39,29,74,2,22,31,46,60,12,17,15,35,89,21,21,35,53,73,C,73,53,20
7724a6e4-0943-4420-b479-42d3a4a7164c,69a6fcb68d2c56aa82e48a72,JR,74,200,40,19,19,43,35,12,26,32,27,20,19,15,8,22,28,29,26,18,SF,29,28,1
82134f75-8499-4985-b8a2-9d48f4e6dd2f,69a6fcb68d2c56aa82e48a72,SO,75,209,63,57,7,30,88,77,19,39,6,47,33,32,62,53,45,30,28,19,PG,53,45,8
bf302dd3-b41b-42f8-9fb3-f9e2d598150b,69a6fcb68d2c56aa82e48a72,JR,70,180,40,35,13,33,50,34,11,49,35,10,35,42,87,37,36,37,25,17,PG,37,37,0
d4c5578a-e2fc-4315-b69e-e565eab9add3,69a6fcb68d2c56aa82e48a72,JR,73,212,73,90,54,38,85,33,88,40,95,76,68,59,15,60,73,66,62,38,SG,73,66,7
d6c034ec-2544-4f89-8b84-6214a2554fae,69a6fcb68d2c56aa82e48a72,FR,70,174,16,20,16,20,16,21,26,17,17,17,23,6,64,19,19,17,18,11,PG,19,19,0
fb71cf4c-e9bf-486f-9945-569998f67a34,69a6fcb68d2c56aa82e48a72,JR,79,237,25,27,23,19,36,30,21,27,13,20,15,16,70,24,23,21,28,54,C,54,28,26
feef3087-a856-4cd7-8ad8-76e2c744ba0d,69a6fcb68d2c56aa82e48a72,SO,72,159,34,21,41,14,40,19,27,21,39,13,3,7,41,19,22,26,25,18,SF,26,25,1
004eb1ad-ad7a-4724-906a-cfecff3cbf1c,69a6fcb68d2c56aa82e48a73,JR,70,163,38,23,98,22,10,27,38,97,40,33,21,38,15,24,26,55,56,41,PF,56,55,1
107ad073-9472-4a7f-b2ee-5f28f9165b8e,69a6fcb68d2c56aa82e48a73,FR,67,164,25,31,13,9,17,8,21,10,4,19,7,16,79,10,20,12,15,10,SG,20,15,5
1a95243f-7e9b-4c67-90e6-5c312ae606b2,69a6fcb68d2c56aa82e48a73,FR,72,168,29,4,30,11,17,14,26,20,11,7,19,26,28,15,11,17,24,16,PF,24,17,7
21bfe91c-c4ff-486e-af50-a0959554ef01,69a6fcb68d2c56aa82e48a73,SR,70,169,66,67,54,37,41,46,58,38,66,51,42,48,16,46,56,53,46,32,SG,56,53,3
28aa91c2-f487-4339-9bbe-fc0d7d59d74a,69a6fcb68d2c56aa82e48a73,SR,74,204,57,26,43,35,25,18,3,3,36,95,75,31,73,38,35,31,20,16,PG,38,35,3
2dc7a2b2-829a-4f08-80c1-804bca2cffe0,69a6fcb68d2c56aa82e48a73,FR,70,163,6,29,31,19,16,23,28,30,11,5,11,6,15,17,20,20,23,14,PF,23,20,3
6695b314-51ec-4a5b-92e9-34974ef0f270,69a6fcb68d2c56aa82e48a73,SR,76,220,8,21,17,37,22,26,9,7,9,43,22,18,80,23,22,14,18,16,PG,23,22,1
6e83c278-b15c-468e-8479-eab8cc0f6ccf,69a6fcb68d2c56aa82e48a73,SR,77,215,37,95,20,40,5,12,38,75,34,25,20,17,3,22,57,48,49,46,SG,57,49,8
751e0743-1588-4476-ae1e-e09c271a5440,69a6fcb68d2c56aa82e48a73,FR,70,161,29,46,17,42,49,60,6,9,22,50,40,23,80,45,40,24,14,9,PG,45,40,5
a7cb102c-34ab-48ce-8665-0b02138e78b2,69a6fcb68d2c56aa82e48a73,SR,71,186,77,23,23,68,37,16,13,14,65,41,31,5,50,33,44,41,18,19,SG,44,41,3
a8899502-6d57-4f64-a421-89f5bfed334c,69a6fcb68d2c56aa82e48a73,SR,75,211,42,5,76,29,32,4,48,66,20,24,8,16,79,14,18,38,48,35,PF,48,38,10
b0a24abe-cb87-483c-8a24-6245c327ebdb,69a6fcb68d2c56aa82e48a73,FR,77,224,96,34,66,7,27,13,68,90,30,8,14,12,36,17,31,52,68,68,PF,68,68,0
bfa9447c-c9bb-4f30-838f-9009ff02c020,69a6fcb68d2c56aa82e48a73,SR,73,197,15,54,9,97,10,37,7,6,96,18,31,43,89,44,61,47,15,6,SG,61,47,14
d1bce108-0f7d-4d0a-9485-67889949a55c,69a6fcb68d2c56aa82e48a73,FR,74,204,14,34,51,17,15,25,94,98,22,16,17,24,54,21,24,44,67,39,PF,67,44,23
d95b834f-5200-4421-b469-55c6682fad8c,69a6fcb68d2c56aa82e48a73,SR,70,178,21,22,14,104,35,10,13,14,98,33,26,12,31,37,50,46,14,9,SG,50,46,4
037c9cf8-0af2-4a4e-8007-21b58a019116,69a6fcb68d2c56aa82e48a74,SO,69,163,7,15,32,39,48,59,38,55,2,32,45,53,100,44,24,28,36,20,PG,44,36,8
05c987bc-adc4-4228-9386-5c2b851194bc,69a6fcb68d2c56aa82e48a74,SR,76,215,4,5,4,1,6,8,2,7,4,6,9,4,31,6,4,5,12,13,C,13,12,1
08936558-385f-46ba-9cb1-74af99f3533e,69a6fcb68d2c56aa82e48a74,JR,77,227,12,9,56,42,3,10,50,69,28,16,16,21,25,16,20,38,51,48,PF,51,48,3
0cd53d8e-bd2c-45f6-8f96-e9bbcd78f6dd,69a6fcb68d2c56aa82e48a74,SO,79,238,60,20,81,11,40,24,61,80,47,35,38,11,25,30,26,51,64,82,C,82,64,18
0ed1d53b-5178-42e8-8aec-8ec0e73f2221,69a6fcb68d2c56aa82e48a74,SR,72,199,52,30,40,46,13,12,37,51,6,38,45,40,45,26,34,35,41,27,PF,41,35,6
26cdd28d-9ed2-40e7-a0a3-f43cdefb0d24,69a6fcb68d2c56aa82e48a74,SO,71,179,13,49,35,25,31,33,24,24,25,13,10,27,64,26,33,26,23,14,SG,33,26,7
493e98b1-99f3-4849-bc59-cdc10aca1a05,69a6fcb68d2c56aa82e48a74,JR,71,190,5,2,2,3,4,5,3,3,6,3,3,4,100,4,3,4,3,2,PG,4,4,0
580d542d-4ec5-4306-ab0c-d7677175ff44,69a6fcb68d2c56aa82e48a74,SO,67,177,18,29,11,32,26,12,29,30,26,35,8,28,12,18,27,25,22,13,SG,27,25,2
6c77d8a3-ff70-4f0a-ba1d-2c0694863dbe,69a6fcb68d2c56aa82e48a74,SO,71,188,54,78,57,72,27,65,28,28,34,95,96,69,61,66,68,50,39,25,SG,68,66,2
846b4c70-9983-4202-9ec3-0d63c3b9dcb1,69a6fcb68d2c56aa82e48a74,SR,68,162,21,19,23,14,16,20,29,19,15,29,23,10,14,18,17,18,21,14,PF,21,18,3
968ec161-03b8-4955-90ce-2059ac53e782,69a6fcb68d2c56aa82e48a74,FR,71,156,17,27,3,11,28,30,32,27,11,19,23,2,33,23,19,17,20,12,PG,23,20,3
ab16c1d2-cd4b-4f0f-96ee-e70b68ec9171,69a6fcb68d2c56aa82e48a74,SO,70,166,74,73,23,39,33,24,15,53,55,15,33,31,4,35,57,51,32,25,SG,57,51,6
abf29f1f-deea-48ca-b95d-78a9567e887d,69a6fcb68d2c56aa82e48a74,SR,71,196,5,1,6,1,4,3,4,6,3,5,2,3,40,3,2,4,4,3,SF,4,4,0
ca382515-e043-47fa-82f2-9571f5589307,69a6fcb68d2c56aa82e48a74,JR,72,198,21,14,23,17,27,17,18,12,22,11,16,18,85,19,17,18,18,11,PG,19,18,1
ff2abcb8-8ffe-45fe-92de-d12068d3171e,69a6fcb68d2c56aa82e48a74,FR,70,170,8,14,16,14,18,21,19,19,17,23,17,21,87,18,14,16,16,9,PG,18,16,2
06dfa633-820c-4a36-8789-0ea0c88dc03d,69a6fcb68d2c56aa82e48a75,JR,82,248,41,49,90,43,33,32,6,98,12,43,49,28,8,36,41,54,56,75,C,75,56,19
173cfd3f-2e7b-4aff-95ce-afdcb0e3a570,69a6fcb68d2c56aa82e48a75,FR,71,173,18,17,19,8,2,14,20,18,2,27,22,21,7,13,13,13,17,11,PF,17,13,4
22660046-e68f-4e43-b0b5-ff6a486e57b0,69a6fcb68d2c56aa82e48a75,SO,70,188,33,28,19,28,28,8,23,20,24,16,18,24,1,19,27,24,20,14,SG,27,24,3
4d175319-3b00-4480-a847-2c1208e3eb08,69a6fcb68d2c56aa82e48a75,SO,72,180,24,26,18,16,38,32,5,11,6,15,9,26,44,22,21,14,14,9,PG,22,21,1
5bade940-a042-40c1-874a-5357cb6d5447,69a6fcb68d2c56aa82e48a75,SR,83,290,57,90,97,68,42,61,90,102,71,91,69,98,64,65,76,83,90,92,C,92,90,2
