recruit_id,height_in,SC,SH,ID,OD,PS,BH,RB,ST,AG,ND,IQ,FT,CH,recruit_rt_PG,recruit_rt_SG,recruit_rt_SF,recruit_rt_PF,recruit_rt_C,player_rt_PG,player_rt_SG,player_rt_SF,player_rt_PF,player_rt_C,delta_PG,delta_SG,delta_SF,delta_PF,delta_C,recruit_argmax_position,recruit_top1_rt,player_argmax_position,player_top1_rt
7495d5d8-b70d-44e6-b3ee-14b723295445,69,20,24,1,20,29,32,11,2,10,43,47,36,66,32,23,14,10,9,32,23,14,10,5,0,0,0,0,-4,PG,32,PG,32
74dd9e84-8571-4c02-a9e0-e40310b64107,77,40,80,28,38,22,22,5,32,27,33,32,39,85,30,53,37,28,31,30,53,37,31,36,0,0,0,3,5,SG,53,SG,53
752b1714-6d85-47d6-abd8-49661139a0e2,69,32,4,25,14,4,20,20,33,59,47,1,30,54,16,16,32,25,28,16,16,32,21,16,0,0,0,-4,-12,SF,32,SF,32
75a5008f-5153-4ccd-ba96-bd58eb8c8232,73,34,16,69,20,2,20,30,56,27,27,11,39,72,16,20,37,43,44,16,20,37,41,28,0,0,0,-2,-16,C,44,PF,41
76a5d9d0-2039-4c5d-9186-420e5694e53b,71,27,64,27,37,22,32,14,26,32,28,6,5,27,25,42,31,18,22,25,42,31,20,14,0,0,0,2,-8,SG,42,SG,42
76f728c9-65fd-4484-8d0a-1bc9307084dc,73,1,30,16,9,21,10,14,11,32,77,38,23,83,22,22,19,16,9,22,22,19,16,6,0,0,0,0,-3,PG,22,PG,22
770002c4-2acc-4049-946c-d6df2e031407,74,54,61,32,22,8,38,2,23,40,25,12,26,13,26,42,35,19,30,26,42,35,21,17,0,0,0,2,-13,SG,42,SG,42
79f3fbf8-5b47-4433-b685-f4a96625823c,71,33,36,4,30,20,36,18,40,42,15,26,36,23,31,33,34,23,20,31,33,34,23,14,0,0,0,0,-6,SF,34,SF,34
7ad7a6e2-572a-4292-aa6a-e86a5f2385d5,73,12,63,9,15,40,7,23,33,40,29,11,25,73,21,38,30,23,15,21,38,30,25,12,0,0,0,2,-3,SG,38,SG,38
7bdbbc75-d889-436f-9874-ad557f1ee31d,76,33,22,74,17,39,24,12,69,5,16,17,26,37,22,21,35,47,47,22,21,35,44,38,0,0,0,-3,-9,PF,47,PF,44
7c3cd26c-4c29-4a9b-a971-362970eb51aa,66,18,62,30,39,31,24,28,5,28,15,23,4,14,28,42,24,18,22,28,42,24,20,12,0,0,0,2,-10,SG,42,SG,42
7c8dbe4b-80e0-4e18-a76d-66bbeffd4ec8,75,33,29,44,43,34,34,31,53,21,10,1,12,23,24,30,34,37,36,24,30,34,35,24,0,0,0,-2,-12,PF,37,PF,35
7d6ef66e-4941-4778-8617-9b67061f05aa,70,47,20,20,6,32,8,33,48,24,17,28,24,7,19,21,30,36,36,19,21,30,31,22,0,0,0,-5,-14,PF,36,PF,31
7ef2a438-ab74-4499-a753-d646ab597a30,68,25,23,39,40,15,15,5,21,40,44,33,19,56,25,29,31,19,26,25,29,31,18,14,0,0,0,-1,-12,SF,31,SF,31
7fc3570d-a99f-45bf-a8d6-a38a36e300b6,73,12,51,55,54,10,12,17,18,47,43,42,58,71,31,45,38,27,25,31,45,38,28,15,0,0,0,1,-10,SG,45,SG,45
7ffd0352-1187-489f-9864-a71ddcb613ef,73,17,9,3,9,11,3,10,13,2,2,9,11,34,7,9,9,12,9,7,9,9,12,6,0,0,0,0,-3,PF,12,PF,12
8135b877-fc28-4f4a-8800-697c1d11a554,74,45,1,35,16,28,11,12,16,41,5,35,36,23,24,18,28,22,28,24,18,28,21,16,0,0,0,-1,-12,SF,28,SF,28
84b1dfbf-2844-49b6-ab96-9e7aa2e36fd8,72,40,48,21,38,1,35,21,64,26,4,38,29,55,30,39,41,36,31,30,39,41,36,22,0,0,0,0,-9,SF,41,SF,41
84e8bf1a-ed78-40f6-86d1-c4913924e34d,72,37,15,25,52,32,30,40,30,58,38,29,23,71,34,33,38,32,29,34,33,38,31,20,0,0,0,-1,-9,SF,38,SF,38
85440b15-3fa5-42eb-ac46-bc3e64793dcd,71,20,49,39,22,35,33,11,10,2,17,15,56,15,27,33,20,17,21,27,33,20,19,12,0,0,0,2,-9,SG,33,SG,33
857d2c0b-3758-4e8d-8ac7-7dfe7025df8a,75,3,19,20,40,1,6,27,72,8,3,13,16,54,12,20,30,37,22,12,20,30,34,18,0,0,0,-3,-4,PF,37,PF,34
85e214a3-0e66-47b9-8a64-93912a7ecd6f,72,46,12,52,6,12,14,24,39,12,7,4,21,9,10,14,26,33,39,10,14,26,31,24,0,0,0,-2,-15,C,39,PF,31
871ae86a-209b-4b6a-bf99-5a0eba78ef0a,69,13,11,9,9,8,8,2,19,19,6,12,14,90,11,12,15,11,11,11,12,15,9,6,0,0,0,-2,-5,SF,15,SF,15
8875f89e-c563-47cb-90d7-c6b4506de77f,67,8,10,1,14,5,13,9,3,6,20,1,12,91,8,10,6,5,5,8,10,6,5,3,0,0,0,0,-2,SG,10,SG,10
893b92ca-2934-4ef6-8295-95873bb23f47,71,73,71,31,11,19,2,17,44,11,40,37,2,70,19,42,34,29,40,19,42,34,30,25,0,0,0,1,-15,SG,42,SG,42
899f0aa9-8ea5-45f7-a663-09369fd55c73,69,13,7,14,2,6,13,14,17,12,5,3,17,6,8,7,12,15,14,8,7,12,13,9,0,0,0,-2,-5,PF,15,PF,13
8a17ca64-e6b1-444e-afc1-5170e3aa9afc,70,13,20,25,20,34,2,79,27,37,13,35,34,21,23,23,27,45,29,23,23,27,39,22,0,0,0,-6,-7,PF,45,PF,39
8a19ef3e-f024-4b06-938b-5df725687ea9,66,23,36,35,34,26,34,34,30,35,18,6,12,73,25,31,30,30,30,25,31,30,27,18,0,0,0,-3,-12,SG,31,SG,31
8a2d46f2-efc8-4064-8b5a-53bc58ddfdb1,71,47,54,27,32,20,35,39,53,33,58,38,78,34,36,44,43,40,36,36,44,43,40,25,0,0,0,0,-11,SG,44,SG,44
8c8aa8b3-6f62-454d-a923-70fb7ff1c803,70,16,14,1,10,6,10,2,14,4,14,20,7,46,11,12,10,8,8,11,12,10,7,5,0,0,0,-1,-3,SG,12,SG,12
8cf605bc-876f-4851-8606-2f2ab9ca5dbf,73,39,31,43,32,13,28,38,54,26,8,37,32,17,29,31,38,42,38,29,31,38,41,26,0,0,0,-1,-12,PF,42,PF,41
8e2bcbd7-8495-4a11-a3f9-f7c9e1c92886,70,22,40,38,36,34,30,14,39,80,10,10,22,86,31,39,45,27,29,31,39,45,24,17,0,0,0,-3,-12,SF,45,SF,45
8eefe41c-ff1f-4987-acaa-37d9296c64b5,75,20,33,17,30,6,4,7,18,36,20,14,28,75,15,29,26,16,15,15,29,26,16,9,0,0,0,0,-6,SG,29,SG,29
8f82f91b-0f09-4dd6-b046-f7269aa54d8b,72,47,34,69,40,22,9,46,47,11,20,29,16,96,21,33,36,45,49,21,33,36,45,31,0,0,0,0,-18,C,49,PF,45
9153fa00-d2a6-42ac-9d6f-cba47c255e76,73,5,2,17,11,17,5,7,20,11,16,16,11,17,11,7,13,15,11,11,7,13,14,7,0,0,0,-1,-4,PF,15,PF,14
9162ca13-3852-4593-8077-f7e3c3a7db23,69,13,14,20,20,15,14,19,16,18,10,11,15,18,14,16,16,17,17,14,16,16,15,10,0,0,0,-2,-7,PF,17,SG,16
91db3a48-1e0d-43b4-af38-3107d2f7c187,74,14,11,14,18,24,21,23,37,17,10,2,15,62,15,14,20,24,17,15,14,20,23,13,0,0,0,-1,-4,PF,24,PF,23
92002e2f-245f-4a28-91b7-7ae1542efa16,69,2,28,11,11,29,21,4,40,29,33,23,19,17,23,21,25,19,11,23,21,25,16,9,0,0,0,-3,-2,SF,25,SF,25
92741185-0832-43e7-aa46-01ae4fb5d985,74,11,18,19,18,10,17,14,17,18,14,20,19,58,17,17,17,17,14,17,17,17,17,9,0,0,0,0,-5,PG,17,PG,17
92aa2d1d-7b8a-414d-9d85-321a8dd9452b,71,16,43,4,15,19,37,1,7,32,9,15,24,35,26,29,19,6,7,26,29,19,8,4,0,0,0,2,-3,SG,29,SG,29
92d37594-7c3f-43f5-b66c-01fcb1b08beb,66,18,59,5,30,19,1,18,2,33,37,26,27,88,20,40,23,11,11,20,40,23,13,6,0,0,0,2,-5,SG,40,SG,40
93d6d23c-7de6-4d3b-9830-88ef1bd3d476,67,16,33,36,14,22,22,33,38,26,31,7,9,68,18,23,27,32,29,18,23,27,28,18,0,0,0,-4,-11,PF,32,PF,28
93e11c71-4ade-4fb9-a8fc-7ba8a759537b,69,29,44,17,30,34,32,16,40,49,19,36,27,92,35,38,37,27,24,35,38,37,24,15,0,0,0,-3,-9,SG,38,SG,38
94bba1ba-69f8-406e-b389-219ec488741a,71,7,3,9,16,16,15,11,18,15,3,16,20,94,15,10,14,12,9,15,10,14,11,7,0,0,0,-1,-2,PG,15,PG,15
97cbdd0d-025e-451b-9544-7acad48aead7,75,76,18,35,39,22,24,27,24,39,23,21,26,66,26,32,35,29,41,26,32,35,29,24,0,0,0,0,-17,C,41,SF,35
988831e2-7bf0-43cd-aea7-54f8b1be2d1a,66,17,7,15,17,37,32,32,5,13,9,19,2,21,23,13,11,17,17,23,13,11,15,10,0,0,0,-2,-7,PG,23,PG,23
9c248f13-bdff-40ce-a868-dd365a56507d,73,1,13,37,24,11,18,7,20,6,15,25,20,18,18,15,16,18,15,18,15,16,18,10,0,0,0,0,-5,PG,18,PG,18
9cd0aea9-a242-4159-8910-db424dc81e41,67,16,56,12,47,52,17,12,36,26,19,32,17,50,32,43,31,22,17,32,43,31,20,11,0,0,0,-2,-6,SG,43,SG,43
9cfc0d36-ecbd-44c1-bdb5-edef0f55ef96,69,22,18,1,33,21,8,23,39,9,18,26,6,80,17,21,21,25,17,17,21,21,20,13,0,0,0,-5,-4,PF,25,SG,21
9d38a01e-9a3d-4895-9d75-f4549a96d277,69,9,52,35,6,25,2,25,26,28,23,40,34,78,22,31,27,27,23,22,31,27,26,14,0,0,0,-1,-9,SG,31,SG,31
9d60b405-91f1-4482-8be7-fc5ecf9dc027,74,7,11,18,18,15,3,14,12,19,6,6,20,46,10,14,14,15,11,10,14,14,15,8,0,0,0,0,-3,PF,15,PF,15
a095b610-df85-4a8d-8558-909744e21714,74,30,59,15,35,29,19,28,49,35,1,5,26,94,23,42,36,31,25,23,42,36,31,18,0,0,0,0,-7,SG,42,SG,42
a13e5706-efb3-47bd-b9fb-92280b7204a3,73,10,39,5,40,26,5,5,2,1,5,6,9,33,13,29,11,7,6,13,29,11,8,3,0,0,0,1,-3,SG,29,SG,29
a1bcfb1e-6683-4ce0-926d-0f29d44ec439,75,72,16,1,20,31,10,13,12,32,20,5,17,51,16,24,23,15,26,16,24,23,15,15,0,0,0,0,-11,C,26,SG,24
a21c5463-cdab-43b5-bd9a-7865b9f86939,74,34,67,35,51,15,9,28,24,13,32,15,4,15,19,46,29,26,28,19,46,29,28,18,0,0,0,2,-10,SG,46,SG,46
a25fe154-d6c9-4be1-b95b-9d72e40dba92,69,13,10,4,3,6,11,12,14,19,13,4,13,56,9,9,12,11,10,9,9,12,10,6,0,0,0,-1,-4,SF,12,SF,12
a26cdb55-d9cd-4ac7-b8af-299ce683d5a4,71,35,13,65,76,35,28,5,27,55,40,5,17,13,30,36,40,22,35,30,36,40,22,20,0,0,0,0,-15,SF,40,SF,40
a4a12bf0-23e0-4dca-96ce-d1bf01f8a1c0,76,38,40,36,38,30,21,32,72,26,35,14,11,69,23,35,41,47,40,23,35,41,46,37,0,0,0,-1,-3,PF,47,PF,46
a4dfd2aa-75ef-42d7-9ff6-36fb41b24864,73,39,72,56,26,2,17,22,26,8,30,19,35,48,19,43,31,30,36,19,43,31,32,21,0,0,0,2,-15,SG,43,SG,43
a54dabfe-b5a6-4b4f-87aa-e4006f84021d,71,74,17,39,35,29,17,13,40,65,21,37,15,100,30,34,45,28,42,30,34,45,27,25,0,0,0,-1,-17,SF,45,SF,45
a6b267f7-4154-4ce3-9818-0ff4fd8b4cf3,74,25,75,7,26,30,16,5,28,21,39,2,25,38,20,44,27,16,15,20,44,27,18,10,0,0,0,2,-5,SG,44,SG,44
a929ff8d-4b07-4d93-a3bc-90674c0f153c,70,7,34,26,30,32,7,12,4,3,39,2,14,64,13,25,12,11,14,13,25,12,11,7,0,0,0,0,-7,SG,25,SG,25
a92f91b6-13b8-4685-9292-29f52563b245,72,20,15,19,33,29,22,6,24,24,72,15,8,60,22,21,22,16,16,22,21,22,16,10,0,0,0,0,-6,PG,22,PG,22
aa410806-b16a-4d6f-933c-ead0f5b6871e,75,20,39,21,37,6,31,22,5,27,17,5,21,24,21,31,21,16,16,21,31,21,18,10,0,0,0,2,-6,SG,31,SG,31
aacc3f24-71c4-4c75-bc4c-194b5d6e5360,74,14,55,32,13,33,21,12,64,30,21,27,27,93,26,34,38,34,25,26,34,38,33,18,0,0,0,-1,-7,SF,38,SF,38
ac9ebdf7-1952-4985-8c23-b762f4431616,68,20,19,25,27,34,30,5,27,13,15,39,3,31,29,21,21,18,21,29,21,21,16,12,0,0,0,-2,-9,PG,29,PG,29
acfba7bf-e981-4974-8848-5d026f2ccbe3,67,14,30,2,38,40,38,7,24,59,29,17,40,7,35,34,32,15,10,35,34,32,13,7,0,0,0,-2,-3,PG,35,PG,35
ad26aabb-ffdd-4ce1-82dc-361df8cc8bf4,80,39,31,30,18,34,20,37,58,26,35,17,17,2,22,27,34,44,45,22,27,34,43,65,0,0,0,-1,20,C,45,C,65
ae073bcb-3c34-4ae9-85fa-5e38200e2f42,73,60,15,16,21,32,31,15,27,65,22,36,40,83,34,29,38,24,29,34,29,38,24,18,0,0,0,0,-11,SF,38,SF,38
b0c86ced-781a-4fef-bcf8-ce86ac684f3c,66,13,40,23,23,30,40,25,25,75,6,28,16,44,36,34,37,24,20,36,34,37,22,13,0,0,0,-2,-7,SF,37,SF,37
b15e9c89-f90f-48de-adfa-f718e9738489,71,38,9,28,36,18,26,37,21,35,40,6,15,1,20,22,26,25,28,20,22,26,24,19,0,0,0,-1,-9,C,28,SF,26
b2c5513e-121c-49bd-a90f-cc879e3cffd2,70,15,29,36,23,28,28,28,18,38,12,10,4,46,23,25,25,23,25,23,25,25,21,15,0,0,0,-2,-10,SG,25,SG,25
b51aebd1-d008-433a-9d6d-d18078d190d6,71,32,6,35,29,22,33,35,11,1,21,24,14,75,23,16,15,23,27,23,16,15,22,17,0,0,0,-1,-10,C,27,PG,23
b5fc74dd-0f91-4a07-8a74-3c7d8df3ef56,70,31,38,8,38,1,7,28,14,24,8,1,16,10,11,31,22,18,20,11,31,22,17,12,0,0,0,-1,-8,SG,31,SG,31
b69a80c7-e3db-488c-a5ea-5702a042a0be,69,1,14,13,8,5,3,3,15,6,20,13,8,78,7,10,10,9,8,7,10,10,8,5,0,0,0,-1,-3,SG,10,SG,10
b7510ae4-6448-4b82-b435-b7af04cd0bbe,70,22,27,49,47,25,5,37,15,36,37,6,18,38,17,31,28,28,33,17,31,28,26,18,0,0,0,-2,-15,C,33,SG,31
b7ec5d4d-26ee-4411-b155-3659e5fe6c13,68,1,6,16,12,6,2,12,20,3,8,7,3,83,5,7,10,14,11,5,7,10,12,7,0,0,0,-2,-4,PF,14,PF,12
b874fa01-1ad3-4857-82df-d7f684f700d1,67,14,53,16,39,24,22,24,29,21,28,37,35,30,30,39,28,25,18,30,39,28,24,12,0,0,0,-1,-6,SG,39,SG,39
b8af6b0a-9a53-452f-92af-5cbc1c60b8de,73,76,15,22,5,36,37,38,11,43,27,27,20,29,30,23,28,27,37,30,23,28,27,22,0,0,0,0,-15,C,37,PG,30
b901f24b-711c-4267-bb08-f2a75953f811,70,5,13,2,13,15,18,1,8,5,16,4,10,56,12,11,7,4,4,12,11,7,4,2,0,0,0,0,-2,PG,12,PG,12
ba1f3d97-a738-4a97-b342-3eed2047691c,73,27,36,11,64,26,25,13,18,51,24,10,17,36,28,41,32,16,16,28,41,32,17,10,0,0,0,1,-6,SG,41,SG,41
bb9f4019-e43f-410d-b5f9-84b434f1c151,75,17,80,35,58,40,18,23,5,40,28,15,40,45,31,57,33,20,20,31,57,33,24,12,0,0,0,4,-8,SG,57,SG,57
bda5b4ef-5851-4914-85fc-309dabd21d8c,73,29,44,40,13,11,34,17,57,36,35,19,32,28,25,30,38,35,32,25,30,38,34,21,0,0,0,-1,-11,SF,38,SF,38
be4927b3-02bb-499e-8656-1faf2ce0fd8a,68,21,15,10,14,11,21,27,56,22,39,35,55,66,24,19,30,36,23,24,19,30,30,17,0,0,0,-6,-6,PF,36,SF,30
c122b54c-aac2-464a-a040-5c5093271f83,68,35,1,9,34,67,55,7,2,30,28,48,28,48,46,23,20,10,17,46,23,20,10,8,0,0,0,0,-9,PG,46,PG,46
c1667741-ed1f-483f-bc22-e6f4c9848114,68,18,6,11,5,13,14,11,17,18,9,7,7,22,11,9,13,13,14,11,9,13,11,9,0,0,0,-2,-5,C,14,SF,13
c198cb50-66a6-412d-a077-33e1541286eb,73,29,37,7,4,12,34,1,28,3,18,27,9,89,22,21,17,16,15,22,21,17,16,10,0,0,0,0,-5,PG,22,PG,22
c24d4453-003b-4cef-a0e6-df027d941ae1,74,2,19,11,13,24,25,34,7,21,27,23,9,9,22,16,13,18,10,22,16,13,19,8,0,0,0,1,-2,PG,22,PG,22
c2b0df6e-12d8-45bb-8b31-79c905025940,73,9,10,5,38,10,14,31,24,22,19,11,10,57,15,18,19,21,12,15,18,19,21,10,0,0,0,0,-2,PF,21,PF,21
c5e7ff23-58f0-4e62-bf0b-e4910bdb1452,71,19,1,10,16,73,80,3,28,38,31,21,14,60,46,16,23,14,13,46,16,23,12,9,0,0,0,-2,-4,PG,46,PG,46
c761d744-0890-4e18-a90c-cc17739c882f,69,49,55,25,52,11,49,35,37,30,58,25,60,25,37,48,39,36,37,37,48,39,33,22,0,0,0,-3,-15,SG,48,SG,48
c89217c7-e51a-4610-be88-545d0ebf140e,70,21,12,12,26,49,50,17,26,18,11,43,10,18,39,20,21,21,18,39,20,21,18,11,0,0,0,-3,-7,PG,39,PG,39
ca3b39b2-d044-4f92-b69e-719896d6690f,72,5,28,22,33,31,32,33,24,62,28,38,16,34,35,30,33,26,17,35,30,33,26,13,0,0,0,0,-4,PG,35,PG,35
cacb6166-bbfd-42d0-a78f-daae81b67dd5,73,9,68,15,26,40,3,16,56,13,10,37,22,14,25,41,32,30,18,25,41,32,30,14,0,0,0,0,-4,SG,41,SG,41
cb064738-e8cd-45d0-be7d-eb87678b5fdd,70,13,11,27,6,23,8,28,73,48,41,33,7,85,20,15,38,42,29,20,15,38,34,21,0,0,0,-8,-8,PF,42,SF,38
cc0a286f-2eac-4e67-968a-243987e8af50,71,18,25,29,15,37,22,15,20,25,3,21,12,75,23,22,22,17,19,23,22,22,18,12,0,0,0,1,-7,PG,23,PG,23
cc28c4ca-6558-42d3-a47f-2af732a51389,69,8,3,3,2,17,17,16,16,19,11,17,6,91,14,6,12,13,9,14,6,12,11,6,0,0,0,-2,-3,PG,14,PG,14
cca4fe08-6c3b-47d8-be23-69a74b0b8085,75,51,15,59,26,11,18,52,77,13,28,23,12,9,18,21,39,54,52,18,21,39,51,36,0,0,0,-3,-16,PF,54,PF,51
cdf6fb95-5f0d-4cc9-b2b8-94a948546041,74,4,4,19,19,1,13,3,7,16,12,19,2,61,13,9,11,10,8,13,9,11,9,5,0,0,0,-1,-3,PG,13,PG,13
cec84404-4a2a-410f-bf28-23b23e00783c,70,36,10,11,39,61,60,10,11,9,6,49,17,46,46,25,18,14,20,46,25,18,13,10,0,0,0,-1,-10,PG,46,PG,46
cf98aed9-921e-4c0a-b43e-4be9540bf29c,69,53,53,46,55,46,30,35,34,20,52,54,23,71,41,48,38,38,45,41,48,38,35,25,0,0,0,-3,-20,SG,48,SG,48
d2710c10-dac0-486e-9561-bbafa9fe38f8,66,80,31,30,25,33,19,10,43,19,7,17,2,51,21,31,33,28,46,21,31,33,25,24,0,0,0,-3,-22,C,46,SF,33
d274c4d0-cc27-46ae-af61-f8ecc09e9633,67,8,31,26,4,32,6,37,15,6,22,25,40,46,17,20,15,26,20,17,20,15,24,13,0,0,0,-2,-7,PF,26,PF,24
d36e4870-b7e4-4415-8f7f-e4d98da987e5,74,17,38,73,39,24,16,45,69,19,20,8,11,28,19,31,40,49,44,19,31,40,48,31,0,0,0,-1,-13,PF,49,PF,48
d4495c7b-6ef4-471e-a3b9-fa5369e3b631,76,20,53,7,14,29,26,7,71,2,26,31,1,89,24,30,29,35,22,24,30,29,34,26,0,0,0,-1,4,PF,35,PF,34
d905a03c-2876-4e1c-b808-c71091c9a6e2,71,18,4,54,29,20,7,15,37,33,18,16,27,17,17,17,30,27,29,17,17,30,25,19,0,0,0,-2,-10,SF,30,SF,30
d9331861-249e-4895-8325-9a7063612419,73,19,13,7,15,9,11,16,4,19,7,3,2,1,10,13,11,11,11,10,13,11,11,7,0,0,0,0,-4,SG,13,SG,13
d9514839-7a6e-43bd-8733-058b788a14a0,77,1,51,3,11,17,36,3,34,1,6,34,12,68,26,27,18,21,12,26,27,18,22,26,0,0,0,1,14,SG,27,SG,27
d95d68f6-deee-401a-ad6a-8440d31afd7b,70,32,3,19,11,18,25,18,17,8,1,8,7,20,15,10,14,17,23,15,10,14,15,13,0,0,0,-2,-10,C,23,PG,15
da48932b-99a2-44ec-98a0-480b6a48034c,69,61,20,1,22,35,4,34,3,18,18,8,28,25,15,25,17,18,27,15,25,17,17,15,0,0,0,-1,-12,C,27,SG,25
da7c73ef-cbe6-48d4-bfd6-5b1918a9cc8a,66,2,36,15,31,12,35,1,9,15,5,2,9,74,20,25,15,6,7,20,25,15,7,4,0,0,0,1,-3,SG,25,SG,25
dc2da368-74de-4e4c-88f3-1c0406781059,69,8,38,9,38,33,8,18,32,49,70,4,24,43,20,33,31,21,13,20,33,31,18,10,0,0,0,-3,-3,SG,33,SG,33
dc8586d0-4d4a-49d1-8540-f7e87a02b1fc,71,5,10,1,16,1,16,3,14,19,3,16,18,65,14,12,13,7,4,14,12,13,7,3,0,0,0,0,-1,PG,14,PG,14
dd5511cc-f077-4d76-8b98-3d3255e2976f,75,35,28,25,29,37,32,38,53,30,57,27,17,48,30,29,35,38,32,30,29,35,36,23,0,0,0,-2,-9,PF,38,PF,36
de92d1e9-fbd3-4bd2-bfe8-1f43c81205e7,73,8,57,39,31,7,14,39,11,21,11,22,6,96,19,35,23,25,22,19,35,23,27,15,0,0,0,2,-7,SG,35,SG,35
df387170-d227-43af-adbb-7c052cd8c031,66,22,7,17,30,39,13,5,37,31,25,34,37,29,27,21,28,22,20,27,21,28,18,12,0,0,0,-4,-8,SF,28,SF,28
df9203c3-d04a-4f7d-9319-0ea189495254,69,26,1,15,13,25,13,20,20,72,24,15,2,77,20,16,29,18,20,20,16,29,15,12,0,0,0,-3,-8,SF,29,SF,29
e0285eed-31f2-41c6-b21a-0d1c931c52b2,69,8,36,53,27,12,31,4,6,14,25,8,29,88,20,26,19,14,23,20,26,19,15,11,0,0,0,1,-12,SG,26,SG,26
e1acdc9c-f2bb-4746-90d5-9c8fb879bdf7,70,35,25,36,1,13,34,29,2,57,2,39,16,27,30,23,27,21,30,30,23,27,20,15,0,0,0,-1,-15,PG,30,PG,30
e2e560e0-27d1-4e03-9e87-49c9968cdf56,70,33,33,2,24,29,7,28,18,10,8,24,17,43,18,27,18,20,19,18,27,18,19,12,0,0,0,-1,-7,SG,27,SG,27
e2f31af1-d62d-4a63-aee9-7cb4d5f685cd,68,10,35,3,21,40,36,14,20,12,28,35,11,92,31,26,17,15,10,31,26,17,14,7,0,0,0,-1,-3,PG,31,PG,31
e3415bd5-c971-4912-ae54-d6bffc9b30d1,74,34,27,34,31,13,11,16,53,13,22,20,31,74,18,26,32,33,31,18,26,32,31,21,0,0,0,-2,-10,PF,33,SF,32
e45d4df2-87c3-4493-9747-72cd40db4fe6,68,25,30,15,16,32,1,19,31,18,51,77,23,15,30,27,26,26,22,30,27,26,23,13,0,0,0,-3,-9,PG,30,PG,30
e6deda35-decf-4dd8-b9ac-20d2e89479ed,79,28,24,79,10,30,26,40,63,21,19,32,36,68,26,22,38,55,58,26,22,38,53,72,0,0,0,-2,14,C,58,C,72
e7f4822d-a1fe-481b-bc35-31bc6b864aae,69,12,3,15,11,7,8,9,17,5,13,4,16,1,7,7,11,13,13,7,7,11,11,8,0,0,0,-2,-5,PF,13,SF,11
e7fcf8cc-aafa-41d0-ba1d-bed26a1bbd38,66,36,39,27,23,12,26,3,19,10,34,40,27,73,26,30,23,17,25,26,30,23,17,13,0,0,0,0,-12,SG,30,SG,30
e9b16074-fa77-4a62-8635-b6870bd62dbe,67,7,54,25,18,29,26,12,29,31,34,38,3,25,29,33,27,20,17,29,33,27,20,11,0,0,0,0,-6,SG,33,SG,33
eb0f8af4-ea7f-44eb-9ef6-bc5072ab6bd7,77,11,48,40,34,13,24,34,63,1,25,38,28,44,26,33,33,46,35,26,33,33,46,42,0,0,0,0,7,PF,46,PF,46
eb2248b7-1718-453d-b3ae-22f38fd92c37,73,31,30,24,25,6,38,4,4,9,34,32,37,32,27,26,18,13,18,27,26,18,15,9,0,0,0,2,-9,PG,27,PG,27
ec35a93b-7399-45f7-8d19-c4c12dc63a3f,71,17,7,10,10,10,18,12,15,6,20,3,4,66,10,8,10,11,12,10,8,10,10,8,0,0,0,-1,-4,C,12,PG,10
ec5d3866-0a89-47c7-8644-59fd5b95c06d,72,34,32,42,64,8,29,22,24,10,20,27,9,36,26,35,28,26,30,26,35,28,26,18,0,0,0,0,-12,SG,35,SG,35
ec983767-d373-4a50-9771-7c53cd0a84b1,75,12,17,17,10,35,17,22,18,12,27,37,12,10,23,16,16,20,15,23,16,16,20,10,0,0,0,0,-5,PG,23,PG,23
ed1862f0-3f87-4003-98d4-76ee2336328d,70,4,8,18,50,57,27,12,29,36,37,25,30,7,33,25,27,20,14,33,25,27,17,9,0,0,0,-3,-5,PG,33,PG,33
ee2a8c20-55a1-45f4-9b45-d2bb1fe8056a,74,33,62,37,24,32,34,14,69,24,18,32,50,12,33,42,43,39,33,33,42,43,38,23,0,0,0,-1,-10,SF,43,SF,43
ee4b457c-cfca-439c-ab71-dac87ab3f2ac,69,14,32,36,30,24,31,28,1,34,27,16,25,80,26,28,22,18,22,26,28,22,18,12,0,0,0,0,-10,SG,28,SG,28
ee55b322-6dde-4147-95e6-51271777045f,68,80,63,2,36,7,24,30,58,26,7,19,9,53,23,47,41,36,42,23,47,41,32,26,0,0,0,-4,-16,SG,47,SG,47
efb674b6-b345-416c-bc96-fa65332be955,70,60,58,12,49,30,15,60,51,93,21,39,44,53,38,56,58,48,42,38,56,58,43,27,0,0,0,-5,-15,SF,58,SF,58
efbe8119-24fa-4ca0-80fd-f4f6b08c2909,70,13,58,32,16,28,29,24,13,54,31,5,17,26,25,36,30,20,21,25,36,30,20,12,0,0,0,0,-9,SG,36,SG,36
efc553e4-71de-40f5-8cb3-6668b21642a3,73,16,46,41,46,15,12,13,27,11,12,27,29,69,22,36,27,24,23,22,36,27,25,15,0,0,0,1,-8,SG,36,SG,36
eff18c2a-5776-489a-b810-6c348ecb2935,70,19,72,26,23,50,10,13,12,51,39,28,74,97,32,49,35,19,20,32,49,35,20,10,0,0,0,1,-10,SG,49,SG,49
f2611c50-b447-4a07-890a-7110934095eb,74,14,25,34,18,28,22,52,35,56,32,57,21,39,35,27,36,38,27,35,27,36,38,20,0,0,0,0,-7,PF,38,PF,38
f28e3888-55f9-44ec-a5f8-9b344fe1ac5b,71,7,42,7,13,8,38,6,33,20,28,16,6,63,22,24,21,14,10,22,24,21,15,8,0,0,0,1,-2,SG,24,SG,24
